Title,Artist,Difficulty,Book,Page,URL,Body,Chords,Tags
Sweet Home Alabama,Lynyrd Skynyrd,1,Book 1,20,https://moselele.co.uk/individual_songs/Sweet_Home_Alabama.pdf,"INTRO: [D] [C] [G] [G] [D] [C] [G] [G] or

[D] Big [C] wheels keep on [G] turning,
[D] carry me [C] home to see my [G]  kin
[D] singing [C] songs about the [G]  southland.
[D]I miss ole [C] bamy once [G] again and I think it's a sin.

[D] [C] [G] [G] [D] [C] [G] [G] or

[D] Well, I heard [C] Mister Young sing [G] about her.
[D] Well, I heard ole [C] Neil put her [G] down.
[D] Well, I hope Neil [C] Young will [G] remember
[D] A southern [C] man don't need him around [G] anyhow.

[D] Sweet [C] home Alab[G]ama [D] where the [C] skies are so [G] blue.
[D] Sweet [C]home Alab[G]ama, [D] Lord, I'm [C]coming home to [G] you.  [F] [C]

[D] [C] [G] [G] [D] [C] [G] [G] or

[D]In Birming[C]ham they love the [G]Gov'nor. [F] Oooh [C] hoo hoo
[D] Now we all [C] did what we could [G] do.
[D] Now Water[C]gate does not [G] bother me.
[D] Does your [C] conscience bother [G] you? Tell the truth!

[D] Sweet [C] home Alab[G]ama [D] where the [C] skies are so [G] blue.
[D] Sweet [C]home Alab[G]ama, [D] Lord, I'm [C]coming home to [G] you.  Now Come on
Alabama

[D] [C] [G] [G] [D] [C] [G] [G] or

[D]Now Muscle [C] Shoals has got the [G] Swampers
[D]and they've been [C] known to pick a tune or [G] two. Yes he do!
[D] Lord, they [C] get me off [G] so much,
[D] they pick me [C] up when I'm feeling [G] blue, now how about you.

[D] Sweet [C] home Alab[G]ama [D] where the [C] skies are so [G] blue.
[D] Sweet [C]home Alab[G]ama, [D] Lord, I'm [C]coming home to [G] you.

[D] [C] [G] [G] [D] [C] [G] [G] or

[D] Sweet [C]home Alab[G]ama [D] where the [C] skies are so [G] blue.
[D] Sweet [C]home Alab[G]ama, [D] Lord, I'm [C] coming home to [G] you. [F] [C]
[D]","C, D, F, G",
Paint it Black,The Rolling Stones,2,Book 1,22,https://moselele.co.uk/individual_songs/Paint_It_Black.pdf,"[Dm] [A] [Dm] [A]

[Dm] I see my red door and I [A] want it painted black,
[Dm] No colours anymore, I [A] want them to turn black.
[Dm] I [C] see the [F] girls walk [C] by dressed [Dm] in their summer clothes,
I [C] have to [F] turn my [C] head un-[Dm] til my darkness [A] goes.

[Dm] I see a line of cars and [A] they’re all painted black,
[Dm] With flowers and my love both [A] never to come back
[Dm] I [C] see people [F] turn their [C] heads and [Dm] quickly look away
Like a [C] new born [F] baby [C] it just [Dm] happens every [A] day.

[Dm] I look inside myself and [A] see my heart is black.
[Dm] I see my red door and it's [A] heading into black.
[Dm] Maybe [C] then I'll [F] fade a-[C] -way and [Dm] not have to face the facts
It's not [C] easy [F] facing [C] up when [Dm] your whole world is [A] black.

[Dm] [*] No more will my green sea go [A] [*] turn a deeper blue,
[Dm][*]  I could not foresee this thing [A] [*] happening to you,
[Dm] If I [C] look [F] hard enough [C] into the [Dm] setting sun,
My [C] love will [F] laugh with [C] me [Dm] before the morning [A] comes

[Dm] I see a red door and I [A] want it painted black,
[Dm] No colours anymore, I [A] want them to turn black.
[Dm] I [C] see the [F] girls walk [C] by dressed [Dm] in their summer clothes,
I [C] have to [F] turn my [C] head un- [Dm] til my darkness [A] goes.

[Dm] Mm mm mm mm mm mm mm [A] mm mm mm mm mm mm ( x4)
[Dm] I wanna’ see it painted, painted black [A] black as night, black as coal
I wanna’ see the [Dm] sun [A]  from the sky

[Dm] I wanna’ see it painted, - [A] painted black oh yeah
[Dm] [A] x 4 End on [Dm]","A, C, Dm, F",
Only You,Yazoo,3,Book 1,23,https://moselele.co.uk/individual_songs/Only_You.pdf,"[G] [GMaj7] [Em7] [GMaj7] [C] [G] [D7]

[G] Looking from a [GMaj7] window [Em7] above
Is like a [GMaj7] story of [C] love can you [G] hear [D7] me
[G] Came back only [GMaj7] yester[Em7] day
We're moving [GMaj7] farther a[C] way want you [G] near [D7] me

[C] All I needed was the [D7] love you gave
[G] All I [GMaj7] needed for a[C] nother day
And all I ever [D7] knew only [[G] you [GMaj7] [Em7] [GMaj7]

[G] Sometimes when I [GMaj7] think of her [Em7] name
When it's [GMaj7] only a [C] game and I [G] need [D7] you
[G] Listen to the [GMaj7] words that you [Em7] say
It's getting [GMaj7] harder to [C] stay when I [G] see [D7] you

[C] All I needed was the [D7] love you gave
[G] All I [GMaj7] needed for a[C] nother day
And all I ever [D7] knew only [G] you [GMaj7] [Em7] [GMaj7]

[G] This is gonna [GMaj7] take a long [Em7] time
And I [GMaj7] wonder what's [C] mine can't [G] take no [D7] more

[G] Wonder if you'll [GMaj7] under[Em7] stand
It's just the [GMaj7] touch of your [C] hand
Behind a [G] closed [D7] door

[C] All I needed was the [D7] love you gave
[G] All I [GMaj7] needed for a[C] nother day
And all I ever [D7] knew only [G] you [GMaj7] [Em7] [GMaj7] [G]","C, D7, Em7, G, GMaj7, [G",
TRUE,Spandau Ballet,3,Book 1,24,https://moselele.co.uk/individual_songs/True.pdf,"[G] [Bm7] [C] [D]
[G] [Bm7] [C] [D]
[G] Ah Ah [Bm7] Ah Ah Ah [C] [D]
[G] Ah Ah [Bm7] Ah Ah Ah [C] [D]

[C] [D]
[G] So true....... [Bm7] Funny how it seems.....
[C] Always in time, but [Cm7] never in line for [G] dreams.
Head over [Bm7] heels, when toe to [C] toe,
This is the [Em] sound of my [C] soul. (This is the [G] sound)

[C] I bought a ticket to the [G] world,
[C] But now I've come back [G] again.
[C] Why do I find it hard to [G] write the next line?
Oh I[C]  want the [Am] truth to be [F] said.......

[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is true.
[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is [C] true. [D]

[G] With a thrill in my [Bm7] head and a pill on my [C] tongue,
Dissolve the [Cm7] nerves that have just [G] begun.
Listening to [Bm7] Marvin all night [C] long.
This is the [Em] sound of my [C] soul. (This is the [G] sound)

[C] Always slipping from my [G] hands,
[C] Sand's a time of its [G] own.
[C] Take your seaside arms and [G] write the next line,
Oh, [C] I want the [Am] truth to be [F] known.......

[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is true.
[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is [C] true. [D]

[C] I bought a ticket to the [G] world,
[C][*] But now I've come back ag[G] ain.
[C] Why do I find it hard to [G] write the next line?
Oh I[C]  want the [Am] truth to be [F] said.......

[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is true.
[G] Ah Ah [Bm7] Ah Ah Ah
I [C] know this [D] much is [C] true. [D]","Am, Bm7, C, Cm7, D, Em, F, G",
Everyday,Buddy Holly,2,Book 1,26,https://moselele.co.uk/individual_songs/Everyday.pdf,"[D] [G] [A7]

[D] [G] [A7]

[D] [G] [A7][D] [G] [D] [A]

[D] Everyday, [G] it's a gettin' [A7] closer,
[D] Goin' faster [G] than a roller [A] coaster,
[D] Love like yours will  [G] surely [A7] come my [D] way, ([G] hey, [D]  hey, [A] hey)

[D] Everyday, [G] it's a gettin' [A7] faster,
[D] Everyone says [G] go ahead and [A] ask her,
[D] Love like yours will  [G] surely [A7] come my  [D] way, ([G] hey, [D] hey, [A]  hey)

[G] Everyday seems a little longer,
[C] Every way, love's a little stronger,
[F]  Come what may, do you ever long for
[Bb]  True love from  [A] me? [A7]

[D] Everyday, [G] it's a gettin' [A7] closer,
[D] Goin' faster [G] than a roller [A] coaster,
[D] Love like yours will  [G] surely [A7] come my [D] way, ([G] hey, [D] hey, [A] hey)

[D] [G] [A7]

[D] [G] [A7]

[D] [G] [A7] [D] [G] [D] [A]

[G] Everyday seems a little longer,
[C] Every way, love's a little stronger,
[F]  Come what may, do you ever long for
[Bb]  True love from  [A] me? [A7]

[D] Everyday, [G] it's a gettin' [A7] closer,
[D] Goin' faster [G] than a roller [A] coaster,
[D] Love like yours will  [G] surely [A7] come my [D] way, ([G] hey, [D] hey, [A] hey)
[D] Love like yours will  [G] surely [A7] come my [D] way [G] [D] [A] [D]","A, A7, Bb, C, D, F, G",
Total Eclipse of the Heart,Bonnie Tyler,4,Book 1,28,https://moselele.co.uk/individual_songs/Total_Eclipse_Of_The_Heart.pdf,"[Bm]TURN AROUND Every now and then I get a [A]little bit lonely and you're never coming
round.
[Bm]TURN AROUND Every now and then I get a [A]little bit tired of listening to the sound of my
tears.
[D]TURN AROUND Every now and then I get a [C]little bit nervous that the best of all the years
have gone by.
[D]TURN AROUND Every now and then I get a [C]little bit terrified and then I see the look in
your eyes.
[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall apart.
[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall apart.

[Bm]TURN AROUND Every now and then I get a [A]little bit restless and I dream of
something wild.
[Bm]TURN AROUND Every now and then I get a [A]little bit helpless and I'm lying like
a child in your arms.
[D]TURN AROUND Every now and then I get a [C]little bit angry and I know I've got to
get out and cry.
[D]TURN AROUND Every now and then I get a [C]little bit terrified but then I see the
look in your eyes.
[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall apart.
[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall [A]apart.

[A]And I [F#m]need you now [D]tonight and I [E]need you more than [A]ever
And if you [F#m]only hold me [D]tight we'll be [E]holding on for[A]ever.
And we'll [F#m]only be making it [D]right 'cause we'll [E]never be wrong.
[D]Together we can take it to the [E]end of the line.
Your [F#m]love is like a shadow on me [B]all of the time.
I [A]don't know what to do and I'm [E]always in the dark.
We're [F#m]living in a powder keg and [B]giving off sparks.
I really need you [D]tonight, [B]forever's gonna start [D]tonight,
For[E]ever's gonna start tonight
[A]Once upon a time I was [F#m]falling in love but [C#m]now I'm only falling [D]apart.
There's [Bm]nothing I can do, a[E]total eclipse of the heart.
[A] [F#m][D] [E]

[A]Once upon a time there was [F#m]light in my life but [C#m]now there's only love
in the [D]dark.[A]
[Bm]Nothing I can say, a [E]total eclipse of the [A]heart.

[Bm] [A]
[Bm] [A]
[D] [C]
[D] [C]

[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall apart.
[F]TURN AROUND, [Bb]BRIGHT EYES Every now and then I fall [A]apart.

[A]And I [F#m]need you now tonight [D]and I [E]need you more than [A]ever
And if you [F#m]only hold me [D]tight we'll be [E]holding on for[A]ever.
And we'll [F#m]only be making it [D]right 'cause we'll [E]never be wrong.
[D]Together we can take it to the [E]end of the line.
Your [F#m]love is like a shadow on me [B]all of the time.
I [A]don't know what to do and I'm [E]always in the dark.
We're [F#m]living in a powder keg and [B]giving off sparks.
I really need you [D]tonight, [B]forever's gonna [C#m]start [D]tonight,
For[E]ever's gonna start tonight.

[A]Once upon a time I was [F#m]falling in love but [C#m]now I'm only falling [D]apart.
There's [Bm]nothing I can do, a[E]total eclipse of the heart.
[A] [F#m] [D] [E]
[A]Once upon a time there was [F#m]light in my life but [C#m]now there's only love
the [D]dark.[A]
[Bm]Nothing I can say, a [E]total eclipse of the [A]heart. [A] [F#m] [D] [E]

[E] Turn around, [A] bright eyes [F#m] [D] [E]
[E] Turn around, [A] bright eyes [F#m] [D] [E]
[A]","A, B, Bb, Bm, C, C#m, D, E, F, F#m",
I'm not Going to Teach Your...,Black Kids,1,Book 1,30,https://moselele.co.uk/individual_songs/Im_Not_Going_To_Teach_Your_Boyfriend_How_To_Dance.pdf,"[F]  [G]  [C]  [Am]
[F]  [G]  [C]  [Am]
[F]  [G]  [C]  [Am]

You are the [F] girl that [G] I've been dreaming of [C] ever since I was a [Am] little girl  You are
the [F] girl that [G] I've been dreaming of [C] ever since I was a [Am] little girl

[F] One! I'm biting my tongue
[G] Two! He's kissing on you
[C] Three! Oh, why can't you see?
[Am] One! Two! Three! Four!

[F] Word's on the streets and it's [G] on the news
I'm [C] not gonna teach him how to [Am] dance with you
He's got [F] two left feet and he [G] bites my moves
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance!
The [F] second I do, I know we're [G] gonna be through
I'm [C] not gonna teach him how to [Am] dance with you
He don't [F] suspect a thing, I wish he'd [G] get a clue
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance!

[F]  [G]  [C]  [Am]

You are the [F] girl that [G] I've been dreaming of [C] ever since I was a [Am] little girl
You are the [F] girl that [G] I've been dreaming of [C] ever since, [Am] ever since

[F] One! I'm biting my tongue
[G] Two! He's kissing on you
[C] Three! Oh, why can't you see?
[Am] One! Two! Three! Four!

[F] Word's on the streets and it's [G] on the news
I'm [C] not gonna teach him how to [Am] dance with you
He's got [F] two left feet and he [G] bites my moves
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance!
The [F] second I do, I know we're [G] gonna be through
I'm [C] not gonna teach him how to [Am] dance with you
He don't [F] suspect a thing, I wish he'd [G] get a clue
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance!

[F]  [G]  [C]  [Am]
[F]  [G]  [C]  [Am]
[F]  [G]  [C]  [Am]
[F]  [G]  [C]  [Am]

[F] One! You’re biting my tongue
[G] Two! I’m kissing on you
[C] Three! He’s better than me
[Am] One! Two! Three! Four!

[F] Word's on the streets and it's [G] on the news
I'm [C] not gonna teach him how to [Am] dance with you
He's got [F] two left feet and he [G] bites my moves
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance!
The [F] second I do, I know we're [G] gonna be through
I'm [C] not gonna teach him how to [Am] dance with you
He don't [F] suspect a thing, I wish he'd [G] get a clue
I'm [C] not gonna teach him how to [Am] dance, dance, dance, dance dance

[Finish on Am]","Am, C, F, G",
Rocket Man,Elton John,2,Book 1,32,https://moselele.co.uk/individual_songs/Rocket_Man.pdf,"[Em] She packed my bags last night, pre-[A]flight
[Em] Zero hour, nine [A]AM
[C] And I'm gonna be [G] hiiii[Am]iiiigh [G] as a kite by [D] then
[Em] I miss the earth so much, I [A] miss my wife
[Em] It's lonely out in [A]space
[C] On such a [G]tiiiiiii[Am]iiiime[G]less flight [D]

Chorus:
[G] And I think it's gonna be a long long [C] time
Til touchdown brings me 'round again to [G] find
I'm not the man they think I am at [C] home
Oh no, no, [G]no, I'm a [A] rocket man
[C]Rocket man, burnin' out his fuse up [G] here alone
[C]

[G]And I think it's gonna be a long long [C] time
Til touchdown brings me 'round again  to [G] find
I'm not the man they think I am at [C] home
Oh no, no, [G]no, I'm a [A]rocket man
[C]Rocket man, burnin' out his fuse up [G] here alone
[C]

Verse 2:
[Em] Mars ain't the kinda place to [A] raise your kids
[Em] In fact it's cold as [A] hell
[C] And there's no one [G] th[Am]ere to [G] raise them if you [D] did
[Em] And all this science, I don't under[A]stand
[Em] It's just my job five days a [A] week
[C] Rocket [G] m[Am]aaaaaan [G] rocket [D] man

Chorus:
[G] And I think it's gonna be a long long [C] time
Til touchdown brings me 'round again to [G] find
I'm not the man they think I am at [C] home
Oh no, no, [G] no, I'm a [A] rocket man
[C] Rocket man, burnin' out his fuse [G] up here alone
[C]

[G] And I think it's gonna be a long long [C] time
Til touchdown brings me 'round again  to [G] find
I'm not the man they think I am at [C] home
Oh no, no, [G] no, I'm a [A] rocket man
[C]Rocket man, burnin' out his fuse up [G] here alone
[C]

[C] And I think it's gonna be a [G] long long time
[C] And I think it's gonna be a [G] long long time
[C] And I think it's gonna be a [G] long long time
[C] And I think it's gonna be a [G] long long time","A, Am, C, D, Em, G",
Happy Together,The Turtles,2,Book 1,34,https://moselele.co.uk/individual_songs/Happy_Together.pdf,"[Dm] Imagine me and you, I do
I think about you [C]day and night it's only right
To think about the [Bb] girl you love and hold her tight
So happy to[A7]gether

If I should [Dm] call you up invest a dime
And you say you be[C]long to me and ease my mind
Imagine how the [Bb] world could be so very fine so happy to[A7]gether

[D] I can't see me [Am] lovin' nobody but [D] you for all my [C]life
[D] When you're with me
[Am] Baby the skies'll be [D] blue for all my [C]life

[Dm] Me and you and you and me
No matter how they [C]toss the dice it had to be
The only one for [Bb] me is you and you for me so happy to[A7]gether

[D] I can't see me [Am] lovin' nobody but [D] you for all my [C]life
[D] When you're with me
[Am] Baby the skies'll be [D] blue for all my [C]life

[Dm] Me and you and you and me
No matter how they [C]toss the dice it had to be
The only one for [Bb] me is you and you for me so happy to[A7]gether

[D] Ba-ba-ba-ba [Am] ba-ba-ba-ba ba-ba-[D] ba ba-ba-ba-[C]ba
[D] Ba-ba-ba-ba [Am] ba-ba-ba-ba ba-ba-[D] ba ba-ba-ba-[C]ba

[Dm] Me and you and you and me
No matter how they [C]toss the dice it had to be
The only one for [Bb] me is you and you for me so happy to[A7]gether

[D] Ba-ba-ba-ba [Am] ba-ba-ba-ba ba-ba-[D] ba ba-ba-ba-[C]ba
[D] Ba-ba-ba-ba [Am] ba-ba-ba-ba ba-ba-[D] ba ba-ba-ba-[C]ba
[D]","A7, Am, Bb, C, D, Dm",
Eye of the Tiger,Survivor,3,Book 1,36,https://moselele.co.uk/individual_songs/Eye_Of_The_Tiger.pdf,"[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F] x 2 Single Strums
[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F] x 2 Full Strums

[Am] [Am] [ Am] [Am] [Am] [Am] [ Am] [Am]
[Am] Risin’ up, [F] back on the street
[G] Did my time took my [Am] chances
[Am] Went the distance now I’m [F] back on my feet
Just a [G] man and his will to sur-[Am]-vive

[Am] So many times it [F] happens too fast
[G] You trade your passion for [Am] glory
[Am] Don’t lose your grip on the [F] dreams of the past
You must [G] fight just to keep them a-[Am]-live

CHORUS
It’s [Dm] the eye of the tiger
It’s the [C] thrill of the [G] fight
Rising [Dm] up to the challenge of our [C] rival [G]
And the [Dm] last known survivor stalks his [C] prey in the [G] night
And he’s [Dm] watching us
[C] All with the [F] eye [*] of the [Am] tiger

[Am] [Am] [ Am] [Am] [Am] [Am] [ Am] [Am]

[Am] Face to face, [F] out in the heat
[G] Hangin’ tough, stayin’ [Am] hungry

[Am] They stack the odds still we [F] take to the street
For the [G] kill with the skill to sur-[Am]-vive

CHORUS
It’s [Dm] the eye of the tiger
It’s the [C] thrill of the [G] fight
Rising [Dm] up to the challenge of our [C] rival [G]
And the [Dm] last known survivor stalks his [C] prey in the [G] night
And he’s [Dm] watching us
[C] All with the [F] eye [*] of the [Am] tiger

[Am] [Am] [ Am] [Am] [Am] [Am] [ Am] [Am]
[Am] Risin’ up, [F] straight to the top
[G] Had the guts, got the [Am] glory
[Am] Went the distance now I’m [F] not gonna stop
Just a [G] man and his will to sur-[Am]-vive

CHORUS
It’s [Dm] the eye of the tiger
It’s the [C] thrill of the [G] fight
Rising [Dm] up to the challenge of our [C] rival [G]
And the [Dm] last known survivor stalks his [C] prey in the [G] night
And he’s [Dm] watching us
[C] All with the [F] eyyyyyye [*] of the [Am] tiger

[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F] The Eye of the Tiger
[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F]The Eye of the Tiger
[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F]The Eye of the Tiger
[Am] [Am] [G] [Am] [Am] [G] [Am] [Am] [G] [F]","Am, C, Dm, F, G",
Ziggy Stardust,David Bowie,3,Book 1,38,https://moselele.co.uk/individual_songs/Ziggy_Stardust.pdf,"Ooooooooh
Yeah

[G] Ziggy played guitar, [Bm7] jamming good with Weird and [C] Gilly,
and the spiders from [D] Mars. He played it left [G] hand
But made it too far [Em]
Became the special [Am] man, then we were [C] Ziggy's band

[G] Ziggy really sang, screwed [Bm7] up eyes and screwed down [C] hairdo
Like some cat from Japan [D] , he could lick 'em by smiling [G]
He could leave 'em to hang [Em]
'came on so loaded [Am] man, well hung and snow [C] white tan.

[Am]So where [G] were the spiders [F], [Am]  while the fly [G] tried to break our balls [F]
[Am] With just the [G] beer light to guide us,[F]
[D] So we bitched about his fans and should we crush [Em] his sweet hands?

[G] Ziggy played for time, [Bm7] jiving us that we were [C] voodoo
The kid was just crass, [D] he was the nazz [G]
With God given ass [Em]
He took it all too [Am] far but boy could he play [C]  guitar

[Am] Making love [G] with his ego [F] [Am] Ziggy sucked [G] up into his mind [F]
[Am] Like a leper [G]messiah [F]
[D] When the kids had killed the man I had to [Em] break up the band.

[C]Ziggy playyyyed guitaarrrrrr [G]","Am, Bm7, C, D, Em, F, G",
Crazy Little Thing Called Love,Queen,3,Book 1,40,https://moselele.co.uk/individual_songs/Crazy_Little_Thing_Called_Love.pdf,"D                G             C            Bb           E7            A            F

Pause [ *]
Intro

[D]This thing called love [G] I just can't [C] handle [G] it
[D] this thing called love [G] I must get round [C] to [G] it
[D] I ain't ready
[Bb]Crazy little [C]thing called [D] love [*]

[D] This (This Thing) called love
(Called Love)
[G]It cries (Like a baby)
[C]In a cradle all [G]night
[D]It swings (Woo Woo)
It jives (Woo Woo)
[G]It shakes all over like a [C] jelly [G] fish,
[D]I kinda like it
[Bb]Crazy little [C] thing called [D]love

[*]

[D]There goes my [G] baby
She [C] knows how to Rock n' [G] roll
She drives me [Bb]crazy
She gives me [E7] [*] hot  and cold [A] [*] fever
Then she [F] [*] leaves me in a cool cool sweat

[E7] [E7] [E7] [E7][E7] [E7] [A]

I gotta be [D] cool relax, get [G] hip
Get [C] on my [G] tracks
Take a [D] back seat, hitch-hike
And [G] take a long ride on my [C] motor [G] bike
Until I'm [D] ready
[Bb] Crazy little [C] thing called [D] love

[D]        [G]       [C]  [G]
[D]        [G]       [C]  [G]
[D]        [Bb] [C]  [D]
[E7] [*] [A] [*]
[F] [*]

[E7] [E7] [E7] [E7][E7] [E7] [A]

[*] I gotta be cool relax, get hip
[*] Get on [*] my tracks
[*] Take a [*] back seat, hitch-hike
And [*] take a long ride on my [*] motor [*] bike
Until I'm [*] ready (Ready Freddie)
[*]Crazy little [*] thing called [*]love

[D]This thing called love [G] I just can't [C] handle [G] it
[D] this thing called love [G] I must get round [C] to [G] it
[D] I ain't ready
[Bb]Crazy little [C]thing called [D] love

[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love
[Bb]Crazy little [C]thing called [D] love","A, Bb, C, D, E7, F, G",
Hand in My Pocket,Alanis Morisette,1,Book 1,42,https://moselele.co.uk/individual_songs/Hand_In_My_Pocket.pdf,"[G]
I'm broke but I'm happy
I'm poor but I'm kind
I'm short but I'm healthy, yeah
I'm high but I'm grounded
I'm sane but I'm overwhelmed
I'm lost but I'm hopeful baby

What it all comes [F] down to
[C] Is that everything's gonna be [G] fine fine fine
I've got [F] one hand in my pocket
And the [C] other one is giving a [D] high five [G]

[G]
I feel drunk but I'm sober
I'm young and I'm underpaid
I'm tired but I'm working, yeah
I care but I'm worthless
I'm here but I'm really gone
I'm wrong and I'm sorry baby

What it all comes [F] down to
[C] Is that everything's gonna [G] be quite alright
I've got [F] one hand in my pocket
And the [C] other one is flicking [D] a cigarette [G]

(Harmonica/Kazoo solo)

What it all comes [F] down to
[C] Is that I haven't got it all figured [G] out just yet
I've got [F] one hand in my pocket
And the [C] other one is giving [D] the peace sign [G]

[G]
I'm free but I'm focused
I'm green but I'm wise
I'm shy but I'm friendly baby
I'm sad but I'm laughing
I'm brave but I'm chicken shit
I'm sick but I'm pretty baby

And what it all boils [F] down to
[C] Is that no one's really got it figured [G] out just yet
I've got [F] one hand in my pocket
And the [C] other one is playing [D] the piano [G]

What it all comes [F] down to my friends
[C] Is that everything's just [G] fine fine fine
I've got [F] one hand in my pocket
And the [C] other one is hailing [D] a taxicab... [G]","C, D, F, G",
Common People,Pulp,2,Book 1,44,https://moselele.co.uk/individual_songs/Common_People.pdf,"[C] She came from Greece she had a thirst for knowledge
She studied sculpture at Saint Martin's College
That's where I [G] caught her eye
[C] She told me that her Dad was loaded
I said ""In that case I'll have a rum and coca-cola.""
She said ""Fine."" [G] and then in thirty seconds time she said [F]

I want to live like common people
I want to do whatever common people do [C]
I want to sleep with common people
I want to sleep with common people like you [G]
Well what else could I do? [G7]
I said ""I'll see what I can do."" [C]

[C] I took her to a supermarket,
I don't know why but I had to start it somewhere [G]
So it started there.
[C] I said pretend you've got no money,
She just laughed and said, ""Oh you're so funny.""
I said ""yeah?” [G]
Well I can't see anyone else smiling in here.
Are you sure [F]

You want to live like common people
You want to see whatever common people see [C]
You want to sleep with common people
You want to sleep with common people like me [G]
But she didn't understand [G7]
she just smiled and held my hand [C]
Rent a flat above a shop
Cut your hair and get a job.
Smoke some [G] fags and play some pool
Pretend you never went to school
But still you'll [C] never get it right

Cuz when you're laid in bed at night
Watching [G] roaches climb the wall
If you call your Dad he could stop it all, yeah

[F] You'll never live like common people
You'll never do what common people do [C]
You'll never fail like common people
You'll never watch your life slide out of view [G]
And dance and drink and screw [G7]
Because there's nothing else to do

[C] [G] [C] [G]

[F] Sing along with the common people
Sing along and it might just get you through [C]
Laugh along with the common people
Laugh along even though they're laughing at you [G]
And the stupid things that you do [G7]
Because you think that poor is cool. [C]

Like a dog lying in the corner
They’ll bite you and never warn you
Look out [G] they’ll tear your insides out
[C] Cuz everybody hates a tourist
Especially one who thinks it’s all
Such a laugh [G] and the chip stains’ grease will come out in the bath
You will [F] never understand how it feels to live your life
With no [C] meaning or control and with nowhere left to go
You are a-[G]-mazed that they exist
And they burn so bright whilst you can only [C] wonder why

Rent a flat above a shop
Cut your hair and get a job.
Smoke some [G] fags and play some pool
Pretend you never went to school
But still you'll [C] never get it right
Cuz when you're laid in bed at night
Watching [G] roaches climb the wall
If you call your Dad he could stop it all, yeah

[F] You'll never live like common people
You'll never do what common people do [C]
You'll never fail like common people
You'll never watch your life slide out of view [G]
And dance and drink and screw [G7]
Because there's nothing else to [C] do
I want to live with common people like you (x6)","C, F, G, G7",
